Fecha | ID | Estado | Agente | Nombre Entidad
2022-12-14 | 20228216583 | Judicially Diss | Marcio Garcia Andrade     | Arichuna System LLC, Dissolved September 5, 2024
2022-12-14 | 20228216595 | Judicially Diss | Marcio Garcia Andrade     | Alimex Agency LLC, Dissolved September 5, 2024
2022-12-14 | 20228215066 | Judicially Diss | Marcio Garcia             | Techno Avi LLC, Dissolved September 5, 2024
2022-12-14 | 20228215027 | Judicially Diss | Marcio Garcia             | Big Blue Future LLC, Dissolved September 5, 2024
2022-12-14 | 20228215096 | Judicially Diss | Marcio Garcia             | Kingdom Store LLC, Dissolved September 5, 2024
2022-12-14 | 20228215130 | Judicially Diss | Marcio Garcia             | Blue Gift LLC, Dissolved September 5, 2024
2022-12-14 | 20228215163 | Judicially Diss | Marcio Garcia             | Home Sports LLC, Dissolved September 5, 2024
2022-12-14 | 20228215259 | Judicially Diss | Marcio Garcia             | Eterno Iron LLC, Dissolved September 5, 2024
2022-12-14 | 20228215274 | Judicially Diss | Marcio Garcia             | TecnoCrystal LLC, Dissolved September 5, 2024
2022-12-14 | 20228215327 | Judicially Diss | Marcio Garcia             | Gamer Zone LLC, Dissolved September 5, 2024
2022-12-14 | 20228215375 | Judicially Diss | Marcio Garcia             | Underworld Virtual LLC, Dissolved September 5, 2024
2022-12-14 | 20228215860 | Judicially Diss | Marcio Garcia             | Titan Universe LLC, Dissolved September 5, 2024
2022-12-14 | 20228215934 | Judicially Diss | Marcio Garcia             | White Fox Business LLC, Dissolved September 5, 2024
2022-12-14 | 20228215946 | Judicially Diss | Marcio Garcia             | Ice Flower Group LLC, Dissolved September 5, 2024
2022-12-14 | 20228215972 | Judicially Diss | Marcio Garcia             | Techno Box Team LLC, Dissolved September 5, 2024
2022-12-14 | 20228216015 | Judicially Diss | Marcio Garcia             | RedSky LLC, Dissolved September 5, 2024
2022-12-14 | 20228216102 | Judicially Diss | Marcio Garcia             | Stars Media Play LLC, Dissolved September 5, 2024
2022-12-14 | 20228216114 | Judicially Diss | Marcio Garcia             | Big Rainbow Tech LLC, Dissolved September 5, 2024
2022-12-14 | 20228216123 | Judicially Diss | Marcio Garcia             | Link Global LLC, Dissolved September 5, 2024
2022-12-14 | 20228216131 | Judicially Diss | Marcio Garcia             | VirtualRoom LLC, Dissolved September 5, 2024
2022-12-14 | 20228216134 | Judicially Diss | Marcio Garcia             | Malevi Global Cosulting LLC, Dissolved September 5, 2024
2022-12-14 | 20228216149 | Judicially Diss | Marcio Garcia             | Maxi Bit LLC, Dissolved September 5, 2024
2022-12-14 | 20228216159 | Judicially Diss | Marcio Garcia             | Soul Gold LLC, Dissolved September 5, 2024
2022-12-14 | 20228216174 | Judicially Diss | Marcio Garcia             | Zora Professionals LLC, Dissolved September 5, 2024
2022-12-14 | 20228216189 | Judicially Diss | Marcio Garcia             | Exos Industries LLC, Dissolved September 5, 2024
2022-12-14 | 20228216208 | Judicially Diss | Marcio Garcia             | Sanctuary Special Solutions LLC, Dissolved September 5, 2024
2022-12-14 | 20228216215 | Judicially Diss | Marcio Garcia             | Kiari Global Business LLC, Dissolved September 5, 2024
2022-12-14 | 20228216274 | Judicially Diss | Marcio Garcia             | Royal Blacksmith LLC, Dissolved September 5, 2024
2022-12-14 | 20228216282 | Judicially Diss | Marcio Garcia             | Hot Empire LLC, Dissolved September 5, 2024
2022-12-14 | 20228216303 | Judicially Diss | Marcio Garcia             | Legend In Service LLC, Dissolved September 5, 2024
2022-12-14 | 20228216312 | Judicially Diss | Marcio Garcia             | Goodsales Industries LLC, Dissolved September 5, 2024
2022-12-14 | 20228216318 | Judicially Diss | Marcio Garcia             | Galileo Store LLC, Dissolved September 5, 2024
2022-12-14 | 20228216320 | Judicially Diss | Marcio Garcia             | Winny Shop LLC, Dissolved September 5, 2024
2022-12-14 | 20228216322 | Judicially Diss | Marcio Garcia             | Lucky Shoot LLC, Dissolved September 5, 2024
2022-12-14 | 20228216359 | Judicially Diss | Marcio Garcia             | Miku Universe LLC, Dissolved September 5, 2024
2022-12-14 | 20228216379 | Judicially Diss | Marcio Garcia             | Business The Change LLC, Dissolved September 5, 2024
2022-12-14 | 20228216387 | Judicially Diss | Marcio Garcia             | Lincrok Professionals Union LLC, Dissolved September 5, 2024
2022-12-14 | 20228216392 | Judicially Diss | Marcio Garcia             | FMED International Service LLC, Dissolved September 5, 2024
2022-12-14 | 20228216402 | Judicially Diss | Marcio Garcia             | GoodVibes Techno Center LLC, Dissolved September 5, 2024
2022-12-14 | 20228216410 | Judicially Diss | Marcio Garcia             | Technoffer Store LLC, Dissolved September 5, 2024
2022-12-14 | 20228216417 | Judicially Diss | Marcio Garcia             | Cave Technological Business LLC, Dissolved September 5, 2024
2022-12-14 | 20228216426 | Judicially Diss | Marcio Garcia             | Mattyc Experts Center LLC, Dissolved September 5, 2024
2022-12-14 | 20228216437 | Judicially Diss | Marcio Garcia             | Irazort Store LLC, Dissolved September 5, 2024
2022-12-14 | 20228216442 | Judicially Diss | Marcio Garcia             | Derfrec Photomatic Center LLC, Dissolved September 5, 2024
2022-12-14 | 20228216454 | Judicially Diss | Marcio Garcia             | MinMin Global Business LLC, Dissolved September 5, 2024
2022-12-14 | 20228216463 | Judicially Diss | Marcio Garcia             | NewsLetters Center LLC, Dissolved September 5, 2024
2022-12-14 | 20228216469 | Judicially Diss | Marcio Garcia             | Marary Industries LLC, Dissolved September 5, 2024
2022-12-14 | 20228216475 | Judicially Diss | Marcio Garcia             | Electrozone Store LLC, Dissolved September 5, 2024
2022-12-14 | 20228216488 | Judicially Diss | Marcio Garcia             | Libane Express Business LLC, Dissolved September 5, 2024
2022-12-14 | 20228216501 | Judicially Diss | Marcio Garcia             | Grand Altitude Business LLC, Dissolved September 5, 2024
2022-12-14 | 20228216515 | Judicially Diss | Marcio Garcia             | Momusclean Productions LLC, Dissolved September 5, 2024
2022-12-14 | 20228216521 | Judicially Diss | Marcio Garcia             | Hirex Creations LLC, Dissolved September 5, 2024
2022-12-14 | 20228216526 | Judicially Diss | Marcio Garcia             | Leepin Association LLC, Dissolved September 5, 2024
2022-12-14 | 20228216533 | Judicially Diss | Marcio Garcia             | Zerikcer Systems LLC, Dissolved September 5, 2024
2022-12-14 | 20228216556 | Judicially Diss | Marcio Garcia             | Warquick Media LLC, Dissolved September 5, 2024
2022-12-14 | 20228216565 | Judicially Diss | Marcio Garcia             | Urgoter Network LLC, Dissolved September 5, 2024
2022-12-14 | 20228216573 | Judicially Diss | Marcio Garcia             | Cosirec Association LLC, Dissolved September 5, 2024
2022-12-15 | 20228217974 | Judicially Diss | Marcio Andrade            | Eastoceaan Bussines Consulting team LLC, Dissolved September 5, 2024
2022-12-15 | 20228218248 | Judicially Diss | Marcio Andrade            | Synecra Profesionals LLC, Dissolved September 5, 2024
2022-12-15 | 20228217154 | Judicially Diss | Marcio Andrade            | Small World LLC, Dissolved September 5, 2024
2022-12-15 | 20228217284 | Judicially Diss | Marcio Andrade            | Aqua Ventures LLC, Dissolved September 5, 2024
2022-12-15 | 20228217312 | Judicially Diss | Marcio Andrade            | Avi Logic Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217332 | Judicially Diss | Marcio Andrade            | Digital Gift LLC, Dissolved September 5, 2024
2022-12-15 | 20228217339 | Judicially Diss | Marcio Andrade            | Virtual Sports Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217360 | Judicially Diss | Marcio Andrade            | Neo Gravity LLC, Dissolved September 5, 2024
2022-12-15 | 20228217365 | Judicially Diss | Marcio Andrade            | Royal Home LLC, Dissolved September 5, 2024
2022-12-15 | 20228217369 | Judicially Diss | Marcio Andrade            | Station Ocean LLC, Dissolved September 5, 2024
2022-12-15 | 20228217377 | Judicially Diss | Marcio Andrade            | Techno Crystals LLC, Dissolved September 5, 2024
2022-12-15 | 20228217388 | Judicially Diss | Marcio Andrade            | Underworld Productions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217398 | Judicially Diss | Marcio Andrade            | Blacksmith Knife LLC, Dissolved September 5, 2024
2022-12-15 | 20228217410 | Judicially Diss | Marcio Andrade            | Castle Shop LLC, Dissolved September 5, 2024
2022-12-15 | 20228217416 | Judicially Diss | Marcio Andrade            | Titan Media Tech LLC, Dissolved September 5, 2024
2022-12-15 | 20228217427 | Judicially Diss | Marcio Andrade            | SOPE Solutions Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228217435 | Judicially Diss | Marcio Andrade            | Digital City Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228217444 | Judicially Diss | Marcio Andrade            | Koopa Systems LLC, Dissolved September 5, 2024
2022-12-15 | 20228217465 | Judicially Diss | Marcio Andrade            | Sunflower Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228217473 | Judicially Diss | Marcio Andrade            | Yellow Tulip Media LLC, Dissolved September 5, 2024
2022-12-15 | 20228217485 | Judicially Diss | Marcio Andrade            | Global Garden LLC, Dissolved September 5, 2024
2022-12-15 | 20228217502 | Judicially Diss | Marcio Andrade            | Hungry Lions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217511 | Judicially Diss | Marcio Andrade            | Steel Mountain LLC, Dissolved September 5, 2024
2022-12-15 | 20228217522 | Judicially Diss | Marcio Andrade            | Cobalion International Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228217541 | Judicially Diss | Marcio Andrade            | Virizion Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217551 | Judicially Diss | Marcio Andrade            | Terrakion Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217560 | Judicially Diss | Marcio Andrade            | SugarDog LLC, Dissolved September 5, 2024
2022-12-15 | 20228217571 | Judicially Diss | Marcio Andrade            | Tecno Bird LLC, Dissolved September 5, 2024
2022-12-15 | 20228217578 | Judicially Diss | Marcio Andrade            | Maxi Media World LLC, Dissolved September 5, 2024
2022-12-15 | 20228217588 | Judicially Diss | Marcio Andrade            | Zelda Special Solutions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217598 | Judicially Diss | Marcio Andrade            | Carnevali Express LLC, Dissolved September 5, 2024
2022-12-15 | 20228217612 | Judicially Diss | Marcio Andrade            | Zora Global Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217623 | Judicially Diss | Marcio Andrade            | Final Fantasy LLC, Dissolved September 5, 2024
2022-12-15 | 20228217640 | Judicially Diss | Marcio Andrade            | Mega Media LLC, Dissolved September 5, 2024
2022-12-15 | 20228217647 | Judicially Diss | Marcio Andrade            | Eagle Victory LLC, Dissolved September 5, 2024
2022-12-15 | 20228217656 | Judicially Diss | Marcio Andrade            | Tiger Skin Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217662 | Judicially Diss | Marcio Andrade            | Rois Creations LLC, Dissolved September 5, 2024
2022-12-15 | 20228217669 | Judicially Diss | Marcio Andrade            | Delta Industries LLC, Dissolved September 5, 2024
2022-12-15 | 20228217674 | Judicially Diss | Marcio Andrade            | Grean Pear Network LLC, Dissolved September 5, 2024
2022-12-15 | 20228217684 | Judicially Diss | Marcio Andrade            | Waterfall Wine LLC, Dissolved September 5, 2024
2022-12-15 | 20228217700 | Judicially Diss | Marcio Andrade            | Big Boss Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217718 | Judicially Diss | Marcio Andrade            | White Windows LLC, Dissolved September 5, 2024
2022-12-15 | 20228217722 | Judicially Diss | Marcio Andrade            | Polarbear Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217727 | Judicially Diss | Marcio Andrade            | Poseidon Multi Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228217741 | Judicially Diss | Marcio Andrade            | Iron Amor Creations LLC, Dissolved September 5, 2024
2022-12-15 | 20228217751 | Judicially Diss | Marcio Andrade            | Golden Definitions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217759 | Judicially Diss | Marcio Andrade            | Solid Feeling LLC, Dissolved September 5, 2024
2022-12-15 | 20228217810 | Judicially Diss | Marcio Andrade            | GETA Pro Applications LLC, Dissolved September 5, 2024
2022-12-15 | 20228217833 | Judicially Diss | Marcio Andrade            | Infarca Productions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217845 | Judicially Diss | Marcio Andrade            | Jadu Special Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217858 | Judicially Diss | Marcio Andrade            | Audacity Multinational Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217871 | Judicially Diss | Marcio Andrade            | Girgom Networks LLC, Dissolved September 5, 2024
2022-12-15 | 20228217893 | Judicially Diss | Marcio Andrade            | Laifu Illustrations Agency LLC, Dissolved September 5, 2024
2022-12-15 | 20228217915 | Judicially Diss | Marcio Andrade            | Kalu Sports Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217926 | Judicially Diss | Marcio Andrade            | Citynetworks Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217938 | Judicially Diss | Marcio Andrade            | Ashanti Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217945 | Judicially Diss | Marcio Andrade            | Zafari Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228217960 | Judicially Diss | Marcio Andrade            | MTR Quality Import Service LLC, Dissolved September 5, 2024
2022-12-15 | 20228217985 | Judicially Diss | Marcio Andrade            | Dark Star Technologycal Experts LLC, Dissolved September 5, 2024
2022-12-15 | 20228217995 | Judicially Diss | Marcio Andrade            | Carpenters Friends LLC, Dissolved September 5, 2024
2022-12-15 | 20228217999 | Judicially Diss | Marcio Andrade            | Apricot Top Management LLC, Dissolved September 5, 2024
2022-12-15 | 20228218013 | Judicially Diss | Marcio Andrade            | Own Tempo Growth Management LLC, Dissolved September 5, 2024
2022-12-15 | 20228218038 | Judicially Diss | Marcio Andrade            | Magnet Pull Tech System LLC, Dissolved September 5, 2024
2022-12-15 | 20228218047 | Judicially Diss | Marcio Andrade            | Biztac Analysis Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228218060 | Judicially Diss | Marcio Andrade            | Allelance Technologies Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228218072 | Judicially Diss | Marcio Andrade            | Krakun Consulting Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228218087 | Judicially Diss | Marcio Andrade            | Luxilo Industries LLC, Dissolved September 5, 2024
2022-12-15 | 20228218111 | Judicially Diss | Marcio Andrade            | Inslisk Business Consulting Alliance LLC, Dissolved September 5, 2024
2022-12-15 | 20228218129 | Judicially Diss | Marcio Andrade            | Fermont Multinational Services LLC, Dissolved September 5, 2024
2022-12-15 | 20228218142 | Judicially Diss | Marcio Andrade            | Acceliva Pro Solutions LLC, Dissolved September 5, 2024
2022-12-15 | 20228218161 | Judicially Diss | Marcio Andrade            | Eonia International Techno Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228218170 | Judicially Diss | Marcio Andrade            | Intercis Consulting Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228218186 | Judicially Diss | Marcio Andrade            | Black Fox Trading Solutions Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228218203 | Judicially Diss | Marcio Andrade            | Ultrina Investment LLC, Dissolved September 5, 2024
2022-12-15 | 20228218219 | Judicially Diss | Marcio Andrade            | Allure Trading Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228218233 | Judicially Diss | Marcio Andrade            | Blacksmith Brothers LLC, Dissolved September 5, 2024
2022-12-15 | 20228218270 | Judicially Diss | Marcio Andrade            | Envision Credit Consulting Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228218271 | Judicially Diss | Marcio Andrade            | Yellow Ocean Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228218285 | Judicially Diss | Marcio Andrade            | Interstellar Business Experts LLC, Dissolved September 5, 2024
2022-12-15 | 20228218293 | Judicially Diss | Marcio Andrade            | Avi Media Future LLC, Dissolved September 5, 2024
2022-12-15 | 20228218304 | Judicially Diss | Marcio Andrade            | Strivic Local Business Solutions LLC, Dissolved September 5, 2024
2022-12-15 | 20228218326 | Judicially Diss | Marcio Andrade            | Crystal Gift LLC, Dissolved September 5, 2024
2022-12-15 | 20228218340 | Judicially Diss | Marcio Andrade            | Little World LLC, Dissolved September 5, 2024
2022-12-15 | 20228218353 | Judicially Diss | Marcio Andrade            | Ternet Technology Industry Association LLC, Dissolved September 5, 2024
2022-12-15 | 20228218361 | Judicially Diss | Marcio Andrade            | Wonderful Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228218368 | Judicially Diss | Marcio Andrade            | Bijouc Bussines Solutions LLC, Dissolved September 5, 2024
2022-12-15 | 20228218380 | Judicially Diss | Marcio Andrade            | Neo Systems LLC, Dissolved September 5, 2024
2022-12-15 | 20228218394 | Judicially Diss | Marcio Andrade            | Zesteed Services LLC, Dissolved September 5, 2024
2022-12-15 | 20228218410 | Judicially Diss | Marcio Andrade            | Businesszone Consulting Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228218431 | Judicially Diss | Marcio Andrade            | Infinky Consulting Experts Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228218438 | Judicially Diss | MARCIO G ANDRADE          | Exxelesco Business Alliance LLC, Dissolved September 5, 2024
2022-12-15 | 20228218484 | Judicially Diss | Marcio Andrade            | Horse Home LLC, Dissolved September 5, 2024
2022-12-15 | 20228218513 | Judicially Diss | Marcio Andrade            | Thunder Flower LLC, Dissolved September 5, 2024
2022-12-15 | 20228218520 | Judicially Diss | Marcio Andrade            | Fiddle Logistic Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228218530 | Judicially Diss | Marcio Andrade            | Passgarda Technology Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228218545 | Judicially Diss | Marcio Andrade            | Purple Tulip LLC, Dissolved September 5, 2024
2022-12-15 | 20228218553 | Judicially Diss | Marcio Andrade            | Ingeniva Trading Service LLC, Dissolved September 5, 2024
2022-12-15 | 20228218566 | Judicially Diss | Marcio Andrade            | Castle Tecnologys LLC, Dissolved September 5, 2024
2022-12-15 | 20228218571 | Judicially Diss | Marcio Andrade            | Progresy International Consulting LLC, Dissolved September 5, 2024
2022-12-15 | 20228218584 | Judicially Diss | Marcio Andrade            | BlueDay Global LLC, Dissolved September 5, 2024
2022-12-15 | 20228218585 | Judicially Diss | Marcio Andrade            | Xiqual Technology Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228218618 | Judicially Diss | Marcio Andrade            | Factium Revolution LLC, Dissolved September 5, 2024
2022-12-15 | 20228218639 | Judicially Diss | Marcio Andrade            | Soul Media Tech LLC, Dissolved September 5, 2024
2022-12-15 | 20228218640 | Judicially Diss | Marcio Andrade            | Globobiz Technological Innovations LLC, Dissolved September 5, 2024
2022-12-15 | 20228218666 | Judicially Diss | Marcio Andrade            | Poweruhz System LLC, Dissolved September 5, 2024
2022-12-15 | 20228218676 | Judicially Diss | Marcio Andrade            | Carsandi Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228218711 | Judicially Diss | Marcio Andrade            | SAHUM Station LLC, Dissolved September 5, 2024
2022-12-15 | 20228218721 | Judicially Diss | Marcio Andrade            | Holic Applications LLC, Dissolved September 5, 2024
2022-12-15 | 20228218732 | Judicially Diss | Marcio Andrade            | Suchwita Shop LLC, Dissolved September 5, 2024
2022-12-15 | 20228218758 | Judicially Diss | Marcio Andrade            | Techno Sun LLC, Dissolved September 5, 2024
2022-12-15 | 20228218781 | Judicially Diss | Marcio Andrade            | White Arrow LLC, Dissolved September 5, 2024
2022-12-15 | 20228218803 | Judicially Diss | Marcio Andrade            | Argot Visual Media LLC, Dissolved September 5, 2024
2022-12-15 | 20228218806 | Judicially Diss | Marcio Andrade            | Maxi Bro LLC, Dissolved September 5, 2024
2022-12-15 | 20228218832 | Judicially Diss | Marcio Andrade            | Ultra Omega LLC, Dissolved September 5, 2024
2022-12-15 | 20228218834 | Judicially Diss | Marcio Andrade            | SuperTuna Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228218847 | Judicially Diss | Marcio Andrade            | Six Flags Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228218880 | Judicially Diss | Marcio Andrade            | Alpha Ruby LLC, Dissolved September 5, 2024
2022-12-15 | 20228218888 | Judicially Diss | Marcio Andrade            | MOA Industries LLC, Dissolved September 5, 2024
2022-12-15 | 20228218904 | Judicially Diss | Marcio Andrade            | Moonlight Systems LLC, Dissolved September 5, 2024
2022-12-15 | 20228218918 | Judicially Diss | Marcio Andrade            | Titan World LLC, Dissolved September 5, 2024
2022-12-15 | 20228218934 | Judicially Diss | Marcio Andrade            | Red Puma Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228218959 | Judicially Diss | Marcio Andrade            | Sounding Global Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228218983 | Judicially Diss | Marcio Andrade            | Dialga Palace LLC, Dissolved September 5, 2024
2022-12-15 | 20228218988 | Judicially Diss | Marcio Andrade            | Stars Media Systems LLC, Dissolved September 5, 2024
2022-12-15 | 20228218996 | Judicially Diss | Marcio Andrade            | Phione Trading LLC, Dissolved September 5, 2024
2022-12-15 | 20228219003 | Judicially Diss | Marcio Andrade            | Big Blacksmith LLC, Dissolved September 5, 2024
2022-12-15 | 20228219016 | Judicially Diss | Marcio Andrade            | Kangaroo Solutions Alliance LLC, Dissolved September 5, 2024
2022-12-15 | 20228219020 | Judicially Diss | Marcio Andrade            | Royal Link LLC, Dissolved September 5, 2024
2022-12-15 | 20228219028 | Judicially Diss | Marcio Andrade            | Epiphany Global LLC, Dissolved September 5, 2024
2022-12-15 | 20228219043 | Judicially Diss | Marcio Andrade            | Black Swan Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228219070 | Judicially Diss | Marcio Andrade            | Viking Royal Store LLC, Dissolved September 5, 2024
2022-12-15 | 20228219090 | Judicially Diss | Marcio Andrade            | Amazing Products Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228219119 | Judicially Diss | Marcio Andrade            | Miss Fortune Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228219137 | Judicially Diss | Marcio Andrade            | All In Variety Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228219171 | Judicially Diss | Marcio Andrade            | Mic Drop Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228219256 | Judicially Diss | Marcio Andrade            | Digital Room LLC, Dissolved September 5, 2024
2022-12-15 | 20228219299 | Judicially Diss | Marcio Andrade            | Vex Techno LLC, Dissolved September 5, 2024
2022-12-15 | 20228219321 | Judicially Diss | Marcio Andrade            | Bloom International Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228219335 | Judicially Diss | Marcio Andrade            | Gaiden Universal LLC, Dissolved September 5, 2024
2022-12-15 | 20228219844 | Judicially Diss | Marcio Andrade            | Zora Station LLC, Dissolved September 5, 2024
2022-12-15 | 20228220036 | Judicially Diss | Marcio Garcia Andrade     | Moao Services LLC, Dissolved September 5, 2024
2022-12-15 | 20228220094 | Judicially Diss | Marcio Garcia Andrade     | Oz Techno LLC, Dissolved September 5, 2024
2022-12-15 | 20228217125 | Judicially Diss | Marcio Garcia Andrade     | Kalu International Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228217148 | Judicially Diss | Marcio Garcia Andrade     | Ricci Industries LLC, Dissolved September 5, 2024
2022-12-15 | 20228217163 | Judicially Diss | Marcio Garcia Andrade     | Konga Productions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217174 | Judicially Diss | Marcio Garcia Andrade     | Bicco Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228217187 | Judicially Diss | Marcio Garcia Andrade     | Ronco Services LLC, Dissolved September 5, 2024
2022-12-15 | 20228217194 | Judicially Diss | Marcio Garcia Andrade     | SaltinNetworks LLC, Dissolved September 5, 2024
2022-12-15 | 20228217210 | Judicially Diss | Marcio Garcia Andrade     | Eveba Investments LLC, Dissolved September 5, 2024
2022-12-15 | 20228217224 | Judicially Diss | Marcio Garcia Andrade     | Paveca Express Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228217234 | Judicially Diss | Marcio Garcia Andrade     | Practy Solutions LLC, Dissolved September 5, 2024
2022-12-15 | 20228217250 | Judicially Diss | Marcio Garcia Andrade     | Osole Techno LLC, Dissolved September 5, 2024
2022-12-15 | 20228217279 | Judicially Diss | Marcio Garcia Andrade     | Grater Professionals Services LLC, Dissolved September 5, 2024
2022-12-15 | 20228217296 | Judicially Diss | Marcio Garcia Andrade     | Simita Industries LLC, Dissolved September 5, 2024
2022-12-15 | 20228217313 | Judicially Diss | Marcio Garcia Andrade     | Kaldi Experts Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228217592 | Judicially Diss | Marcio Garcia Andrade     | Fulodeh Sports Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228217607 | Judicially Diss | Marcio Garcia Andrade     | Vopeys Future Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228217629 | Judicially Diss | Marcio Garcia Andrade     | Modern Instant Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228217648 | Judicially Diss | Marcio Garcia Andrade     | Niczaid Special System LLC, Dissolved September 5, 2024
2022-12-15 | 20228219873 | Judicially Diss | Marcio Garcia Andrade     | Fantastic Technological World LLC, Dissolved September 5, 2024
2022-12-15 | 20228219882 | Judicially Diss | Marcio Garcia Andrade     | Nuerdoi Global Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228219890 | Judicially Diss | Marcio Garcia Andrade     | Hetic Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228219892 | Judicially Diss | Marcio Garcia Andrade     | Propal Manufacturing LLC, Dissolved September 5, 2024
2022-12-15 | 20228219898 | Judicially Diss | Marcio Garcia Andrade     | Deco Online Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228219904 | Judicially Diss | Marcio Garcia Andrade     | Saster Technical Services LLC, Dissolved September 5, 2024
2022-12-15 | 20228219907 | Judicially Diss | Marcio Garcia Andrade     | Minato Virtual Applications LLC, Dissolved September 5, 2024
2022-12-15 | 20228219911 | Judicially Diss | Marcio Garcia Andrade     | Abile Online Center LLC, Dissolved September 5, 2024
2022-12-15 | 20228219917 | Judicially Diss | Marcio Garcia Andrade     | THV Trading Service LLC, Dissolved September 5, 2024
2022-12-15 | 20228219920 | Judicially Diss | Marcio Garcia Andrade     | SnapBits Revolutions LLC, Dissolved September 5, 2024
2022-12-15 | 20228219925 | Judicially Diss | Marcio Garcia Andrade     | Rkive Photography Agency LLC, Dissolved September 5, 2024
2022-12-15 | 20228219929 | Judicially Diss | Marcio Garcia Andrade     | Altras Universal Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228219951 | Judicially Diss | Marcio Garcia Andrade     | Babsi Royal LLC, Dissolved September 5, 2024
2022-12-15 | 20228219956 | Judicially Diss | Marcio Garcia Andrade     | Expresatestore LLC, Dissolved September 5, 2024
2022-12-15 | 20228219959 | Judicially Diss | Marcio Garcia Andrade     | Davinci Pro Group LLC, Dissolved September 5, 2024
2022-12-15 | 20228219965 | Judicially Diss | Marcio Garcia Andrade     | Roriud Media Virtual LLC, Dissolved September 5, 2024
2022-12-15 | 20228219966 | Judicially Diss | Marcio Garcia Andrade     | Invia Distributor LLC, Dissolved September 5, 2024
2022-12-15 | 20228219969 | Judicially Diss | Marcio Garcia Andrade     | Azza Computer LLC, Dissolved September 5, 2024
2022-12-15 | 20228219974 | Judicially Diss | Marcio Garcia Andrade     | Oilven Consulting Team LLC, Dissolved September 5, 2024
2022-12-15 | 20228219976 | Judicially Diss | Marcio Garcia Andrade     | Esprit Proyect Global LLC, Dissolved September 5, 2024
2022-12-15 | 20228219986 | Judicially Diss | Marcio Garcia Andrade     | CATGreat Business LLC, Dissolved September 5, 2024
2022-12-15 | 20228219988 | Judicially Diss | Marcio Garcia Andrade     | Sifusa Business LLC, Dissolved September 5, 2024
